"","unique.plot","leaf.type","site","species","Site.Sample.Order","Field.Location","full.id","site.rep","OVT.Variety","variety.rep","OVT.Var.Entry","plot.rep","OVT.plot","Lat.N","Lon.W","plantHt","temp","humid","leaftemp.diff","soilmoist","NPQt","Phi2","PhiNO","PhiNPQ","PAR","Chla","leafthick","Yield","Test.Weight","Ear.Height","Soil.Type","Soil.Texture","Sample_Date","Elev","Precip_90day","LT_90day","HT_90day","MAP","MLT","MHT","LAI.ratio.type","LAI.mean","LAI.sd","LAI.reps","LAI.CV","Notes","Variety","nestSite","nestBlock","nestSiteVar","nestSppSiteVar","Sdiv","Hdiv","Pdiv","CEC","P.soil","K.soil","Ca.soil","Mg.soil","Mn.soil","Zn.soil","Cu.soil","HM_perc","HM_perc_CV","pH"
"38",50,"flag","UNIVT","WHT",2,"right8, up2","50-UNIVT-WHT-V2-P1",5,"NC11363-25",2,13,1,113,35.13878,-80.37548,68.5,34.79,43.61,-1.87,17.5,0.65,0.25,0.45,0.29,2036.58,56.6,NA,86.9,54.8,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",9.491197773,0.804952014,4,8.481037203,"; Fusarium Head Scab infection late in season","NC11363-25","WHT-UNIVT","WHT-UNIVT-1","UNIVT-NC11363-25","WHT-UNIVT-NC11363-25",56,2.408610598,0.598360288,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"39",51,"flag","UNIVT","WHT",3,"right9, up2","51-UNIVT-WHT-V1-P1",5,"Hilliard",1,12,1,112,35.13878,-80.37546,73.3,35.28,43.03,-1.55,18.27,2.14,0.14,0.3,0.57,3642.09,51.86,NA,104.6,58.2,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",9.812647362,0.654513269,4,6.670098753,"; Fusarium Head Scab infection late in season","Hilliard","WHT-UNIVT","WHT-UNIVT-1","UNIVT-Hilliard","WHT-UNIVT-Hilliard",52,2.542361475,0.643433221,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"40",52,"flag","UNIVT","WHT",4,"right3, up7","52-UNIVT-WHT-V2-P2",5,"NC11363-25",2,13,2,223,35.13917,-80.37527,69,37.52,38.88,-1.8,20.57,2.25,0.12,0.3,0.59,3817.36,51.11,NA,77.4,58.4,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",7.728953378,0.933067184,4,12.07236139,"; Fusarium Head Scab infection late in season","NC11363-25","WHT-UNIVT","WHT-UNIVT-2","UNIVT-NC11363-25","WHT-UNIVT-NC11363-25",53,2.607967549,0.656870479,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"41",53,"flag","UNIVT","WHT",5,"right5, up7","53-UNIVT-WHT-V3-P2",5,"NC14-22588",3,15,2,225,35.13915,-80.37523,67.5,37.35,37.49,-2.2,17.83,1.33,0.12,0.41,0.47,3500.32,54.98,NA,87.5,58.8,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",8.094214698,0.071511515,4,0.883489229,"; Fusarium Head Scab infection late in season","NC14-22588","WHT-UNIVT","WHT-UNIVT-2","UNIVT-NC14-22588","WHT-UNIVT-NC14-22588",53,2.646916948,0.666680689,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"42",54,"flag","UNIVT","WHT",6,"right4, up8","54-UNIVT-WHT-V1-P2",5,"Hilliard",1,12,2,237,35.13923,-80.37519,72.8,37.45,35.09,-3.48,17.13,1.8,0.38,0.23,0.39,1086.68,54.14,NA,102.9,55.1,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",5.966793684,1.172390048,4,19.64857695,"; Fusarium Head Scab infection late in season","Hilliard","WHT-UNIVT","WHT-UNIVT-2","UNIVT-Hilliard","WHT-UNIVT-Hilliard",38,2.595851431,0.713619229,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"43",55,"flag","UNIVT","WHT",7,"right6, up9","55-UNIVT-WHT-V2-P3",5,"NC11363-25",2,13,3,306,35.13927,-80.3751,64.8,36.74,38.33,-3.61,16.6,1.59,0.32,0.27,0.41,1078.51,38.29,NA,98.7,57.3,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",7.847156155,1.231322061,4,15.69131589,"; Fusarium Head Scab infection late in season","NC11363-25","WHT-UNIVT","WHT-UNIVT-3","UNIVT-NC11363-25","WHT-UNIVT-NC11363-25",68,2.757401688,0.653488957,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"44",56,"flag","UNIVT","WHT",8,"right6, up11","56-UNIVT-WHT-V1-P3",5,"Hilliard",1,12,3,326,35.13941,-80.37496,74.8,36.55,35.96,-3.96,15.97,1.46,0.14,0.37,0.49,3680.18,49.68,NA,112.8,58.4,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",6.44530436,0.538791509,4,8.359442454,"; Fusarium Head Scab infection late in season","Hilliard","WHT-UNIVT","WHT-UNIVT-3","UNIVT-Hilliard","WHT-UNIVT-Hilliard",53,2.683221624,0.675824771,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"45",57,"flag","UNIVT","WHT",9,"right7, up12","57-UNIVT-WHT-V3-P3",5,"NC14-22588",3,15,3,334,35.13946,-80.37489,68.5,37.36,37.59,-2.67,15.27,0.9,0.11,0.48,0.41,3649.11,55.22,NA,113.5,56.3,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",6.952640225,0.56234517,4,8.088224784,"; Fusarium Head Scab infection late in season","NC14-22588","WHT-UNIVT","WHT-UNIVT-3","UNIVT-NC14-22588","WHT-UNIVT-NC14-22588",46,2.61833499,0.68388097,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"46",58,"flag","UNIVT","WHT",10,"right1, up13","58-UNIVT-WHT-V2-P4",5,"NC11363-25",2,13,4,401,35.13958,-80.37494,65,37.79,36.25,-2.42,19.43,1.88,0.2,0.3,0.51,2760.02,49.98,NA,89.2,57.2,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",6.843196417,0.461617972,4,6.745648436,"; Fusarium Head Scab infection late in season","NC11363-25","WHT-UNIVT","WHT-UNIVT-4","UNIVT-NC11363-25","WHT-UNIVT-NC11363-25",57,2.674354592,0.661469374,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"47",59,"flag","UNIVT","WHT",11,"right6, up14","59-UNIVT-WHT-V3-P4",5,"NC14-22588",3,15,4,415,35.1396,-80.3748,66.8,37.83,34.72,-3.42,17.57,1.1,0.27,0.35,0.38,1838.8,50.75,NA,122.3,59,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",6.594408373,0.384911296,4,5.836934485,"; Fusarium Head Scab infection late in season","NC14-22588","WHT-UNIVT","WHT-UNIVT-4","UNIVT-NC14-22588","WHT-UNIVT-NC14-22588",40,2.269806698,0.615310618,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"48",60,"flag","UNIVT","WHT",12,"right10, up15","60-UNIVT-WHT-V1-P4",5,"Hilliard",1,12,4,430,35.13963,-80.37468,72.8,37.15,35.26,-4.19,18.3,1.76,0.2,0.3,0.5,2751.35,51.52,NA,123.1,55.2,NA,"Badin channery silt loam","Silt Loam","5/6/2019",161,299.6,-3.3,30.7,1148.29,9.8,22.5,"no external sensor",6.236598532,0.213236124,4,3.419109357,"; Fusarium Head Scab infection late in season","Hilliard","WHT-UNIVT","WHT-UNIVT-4","UNIVT-Hilliard","WHT-UNIVT-Hilliard",49,2.52686509,0.649275891,22,711.6,301.07,378400,18726.4,51.36,28.92,3.36,0.97,NA,6.9
"49",61,"Ear","GREVT","CRN",1,"right3 ,up2","61E-GREVT-CRN-V1-P1",1,"LC1586TC",1,685,1,122,35.42892,-77.50291,148,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",5.624519774,0.476644928,4,8.474411095,"; Moderate drought stress, no disease pressure","LC1586TC","CRN-GREVT","CRN-GREVT-1","GREVT-LC1586TC","CRN-GREVT-LC1586TC",74,2.920077896,0.6784465,8.5,534,348,71400,18360,8,6.8,1.5,3.19,NA,5.5
"50",62,"Ear","GREVT","CRN",2,"right4 ,up4","62E-GREVT-CRN-V3-P1",1,"66G25",3,723,1,145,35.42908,-77.50288,175.3,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,149.6413,55.2,32,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",4.453501261,0.726019193,4,16.30221145,"; Moderate drought stress, no disease pressure","66G25","CRN-GREVT","CRN-GREVT-1","GREVT-66G25","CRN-GREVT-66G25",60,2.893879935,0.706799316,8.6,541,342,72240,16512,8,6.8,1.5,3.28,NA,5.6
"51",63,"Ear","GREVT","CRN",3,"right11 ,up4","63E-GREVT-CRN-V2-P1",1,"LC1289",2,714,1,138,35.42906,-77.50276,171,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,NA,169.3861675,52.5,29,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",5.870693722,0.906026908,4,15.43304678,"; Moderate drought stress, no disease pressure","LC1289","CRN-GREVT","CRN-GREVT-1","GREVT-LC1289","CRN-GREVT-LC1289",51,2.621149068,0.666649367,8.5,554,346,69700,16320,7,6.9,1.5,3.24,NA,5.6
"52",64,"Ear","GREVT","CRN",4,"right7 ,up5","64E-GREVT-CRN-V3-P2",1,"66G25",3,723,2,207,35.42914,-77.50282,173.3,NA,NA,NA,7.58,NA,NA,NA,NA,NA,NA,NA,112.1187979,55.4,22,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",4.988105763,0.934452425,4,18.73361291,"; Moderate drought stress, no disease pressure","66G25","CRN-GREVT","CRN-GREVT-2","GREVT-66G25","CRN-GREVT-66G25",75,3.058050637,0.708293933,8.4,511,362,70560,18144,8,6.5,1.5,3.15,NA,5.4
"53",65,"Ear","GREVT","CRN",5,"right9 ,up6","65E-GREVT-CRN-V1-P2",1,"LC1586TC",1,685,2,216,35.42921,-77.50278,171.5,NA,NA,NA,7.13,NA,NA,NA,NA,NA,NA,NA,103.2047209,56.6,27,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",4.414916268,0.835648247,4,18.92783908,"; Moderate drought stress, no disease pressure","LC1586TC","CRN-GREVT","CRN-GREVT-2","GREVT-LC1586TC","CRN-GREVT-LC1586TC",66,3.022230796,0.721355573,8.6,547,346,72240,16512,8,6.9,1.5,2.93,NA,5.4
"54",66,"Ear","GREVT","CRN",6,"right8 ,up8","66E-GREVT-CRN-V2-P2",1,"LC1289",2,714,2,241,35.42938,-77.50278,163,NA,NA,NA,9.29,NA,NA,NA,NA,NA,NA,NA,105.1515546,53.2,23,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",4.892286806,0.419476227,4,8.574236222,"; Moderate drought stress, no disease pressure","LC1289","CRN-GREVT","CRN-GREVT-2","GREVT-LC1289","CRN-GREVT-LC1289",52,2.807548825,0.710548127,8.6,546,358,75680,17544,7,6.8,1.5,2.97,NA,5.5
"55",67,"Ear","GREVT","CRN",7,"right7 ,up9","67E-GREVT-CRN-V1-P3",1,"LC1586TC",1,685,3,307,35.42947,-77.50279,177.5,NA,NA,NA,9.31,NA,NA,NA,NA,NA,NA,NA,154.4108069,54.6,18,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",5.83795801,1.705871802,4,29.22035067,"; Moderate drought stress, no disease pressure","LC1586TC","CRN-GREVT","CRN-GREVT-3","GREVT-LC1586TC","CRN-GREVT-LC1586TC",58,2.750378933,0.677359324,8.6,516,336,73960,19608,7,7.1,1.5,3.28,NA,5.5
"56",68,"Ear","GREVT","CRN",8,"right11 ,up10","68E-GREVT-CRN-V3-P3",1,"66G25",3,723,3,314,35.42955,-77.50273,184.5,NA,NA,NA,10.81,NA,NA,NA,NA,NA,NA,NA,121.5538274,55.1,32,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",4.643861594,0.871414587,4,18.76486992,"; Moderate drought stress, no disease pressure","66G25","CRN-GREVT","CRN-GREVT-3","GREVT-66G25","CRN-GREVT-66G25",62,2.998430747,0.726516383,8.7,522,360,74820,19836,8,7.1,1.5,3.29,NA,5.5
"57",69,"Ear","GREVT","CRN",9,"right6 ,up11","69E-GREVT-CRN-V2-P3",1,"LC1289",2,714,3,330,35.42962,-77.50281,178.8,NA,NA,NA,8.36,NA,NA,NA,NA,NA,NA,NA,182.3004001,54.5,28,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",5.290567479,2.057915054,4,38.89781318,"; Moderate drought stress, no disease pressure","LC1289","CRN-GREVT","CRN-GREVT-3","GREVT-LC1289","CRN-GREVT-LC1289",54,2.437706993,0.611109737,8.5,524,364,71400,19380,7,6.6,1.4,3.07,NA,5.5
"58",70,"Ear","GREVT","CRN",10,"right5 ,up13","70E-GREVT-CRN-V3-P4",1,"66G25",3,723,4,405,35.42978,-77.50282,195,NA,NA,NA,8.84,NA,NA,NA,NA,NA,NA,NA,151.5733314,54.9,NA,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",5.634274524,1.282059769,4,22.7546557,"; Moderate drought stress, no disease pressure","66G25","CRN-GREVT","CRN-GREVT-4","GREVT-66G25","CRN-GREVT-66G25",57,2.75572138,0.681594469,8.6,527,344,73960,17544,8,6.9,1.4,3.19,NA,5.5
"59",71,"Ear","GREVT","CRN",11,"right10 ,up13","71E-GREVT-CRN-V1-P4",1,"LC1586TC",1,685,4,410,35.42978,-77.50273,176,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,177.2133434,54.9,NA,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",5.448789011,1.241003472,4,22.77576668,"; Moderate drought stress, no disease pressure","LC1586TC","CRN-GREVT","CRN-GREVT-4","GREVT-LC1586TC","CRN-GREVT-LC1586TC",62,2.92959834,0.709838369,8.5,529,338,69700,17340,7,7,1.4,3.15,NA,5.5
"60",72,"Ear","GREVT","CRN",12,"right5 ,up15","72E-GREVT-CRN-V2-P4",1,"LC1289",2,714,4,429,35.42995,-77.5028,188.5,NA,NA,NA,10.69,NA,NA,NA,NA,NA,NA,NA,184.5391557,54.6,NA,"Lumbee sandy loam","Sandy Loam","7/29/2019",9,328.42,7.3,37.6,1234.12,10.5,22.8,"same as measurement for tassel",6.433055024,1.178611307,4,18.3211756,"; Moderate drought stress, no disease pressure","LC1289","CRN-GREVT","CRN-GREVT-4","GREVT-LC1289","CRN-GREVT-LC1289",68,2.800950777,0.66380985,8.3,535,352,71380,17928,7,6.7,1.5,3.08,NA,5.6
"61",85,"Ear","ROBVT","CRN",1,"right3 ,up2","85E-ROBVT-CRN-V1-P1",3,"LC1586TC",1,685,1,122,34.79203,-79.40875,153,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",2.523592949,0.712523593,4,28.23448978,"; Extremely high levels of drought stress","LC1586TC","CRN-ROBVT","CRN-ROBVT-1","ROBVT-LC1586TC","CRN-ROBVT-LC1586TC",54,2.759131252,0.691687713,2.8,150,68,26880,3696,37,7.2,1.3,0.46,NA,5
"62",86,"Ear","ROBVT","CRN",2,"right4 ,up4","86E-ROBVT-CRN-V3-P1",3,"66G25",3,723,1,145,34.79203,-79.40854,167.8,NA,NA,NA,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",2.78242361,0.353550311,4,12.7065595,"; Extremely high levels of drought stress","66G25","CRN-ROBVT","CRN-ROBVT-1","ROBVT-66G25","CRN-ROBVT-66G25",53,2.807370898,0.707094329,2.8,160,65,26880,3360,36,7.1,1.3,0.4,NA,4.9
"63",88,"Ear","ROBVT","CRN",4,"right2 ,up5","88E-ROBVT-CRN-V1-P2",3,"LC1586TC",1,685,2,202,34.79206,-79.40845,147,NA,NA,NA,6.17,NA,NA,NA,NA,NA,NA,NA,77.84661549,58.6,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",3.442261506,1.131728376,4,32.87746658,"; Extremely high levels of drought stress","LC1586TC","CRN-ROBVT","CRN-ROBVT-2","ROBVT-LC1586TC","CRN-ROBVT-LC1586TC",61,2.847525715,0.692681364,2.8,155,68,26880,3696,37,7.2,1.2,0.54,NA,5
"64",89,"Ear","ROBVT","CRN",5,"right3 ,up6","89E-ROBVT-CRN-V3-P2",3,"66G25",3,723,2,222,34.79205,-79.40833,156.8,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,89.76379168,56.8,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",3.354544719,1.05230707,4,31.36959434,"; Extremely high levels of drought stress","66G25","CRN-ROBVT","CRN-ROBVT-2","ROBVT-66G25","CRN-ROBVT-66G25",68,2.966880949,0.703134383,2.7,143,61,26460,3888,37,7.1,1.2,0.46,NA,5
"65",90,"Ear","ROBVT","CRN",6,"right4 ,up6","90E-ROBVT-CRN-V2-P2",3,"LC1289",2,714,2,221,34.79205,-79.40833,152,NA,NA,NA,6.71,NA,NA,NA,NA,NA,NA,NA,93.4709943,55.3,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",3.397810378,0.554625362,4,16.32302277,"; Extremely high levels of drought stress","LC1289","CRN-ROBVT","CRN-ROBVT-2","ROBVT-LC1289","CRN-ROBVT-LC1289",56,2.961156091,0.735626678,2.7,154,61,25920,3564,37,7.5,1.3,0.47,NA,5
"66",91,"Ear","ROBVT","CRN",7,"right1 ,up11","91E-ROBVT-CRN-V2-P3",3,"LC1289",2,714,3,325,34.7921,-79.40785,168,NA,NA,NA,10.91,NA,NA,NA,NA,NA,NA,NA,121.7517805,55.2,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",3.942631122,0.951054872,4,24.1223397,"; Extremely high levels of drought stress","LC1289","CRN-ROBVT","CRN-ROBVT-3","ROBVT-LC1289","CRN-ROBVT-LC1289",55,2.855292066,0.712516762,2.8,151,72,26320,3696,37,7.4,1.3,0.43,NA,5
"67",92,"Ear","ROBVT","CRN",8,"right3 ,up11","92E-ROBVT-CRN-V3-P3",3,"66G25",3,723,3,327,34.79202,-79.40784,160.8,NA,NA,NA,9.71,NA,NA,NA,NA,NA,NA,NA,133.1117717,56.9,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",3.814257347,1.955024679,4,51.25570986,"; Extremely high levels of drought stress","66G25","CRN-ROBVT","CRN-ROBVT-3","ROBVT-66G25","CRN-ROBVT-66G25",80,3.323263939,0.758385153,2.9,132,70,27840,4176,37,6.8,1.3,0.44,NA,5
"68",93,"Ear","ROBVT","CRN",9,"right6 ,up12","93E-ROBVT-CRN-V1-P3",3,"LC1586TC",1,685,3,343,34.79203,-79.40776,175,NA,NA,NA,10.29,NA,NA,NA,NA,NA,NA,NA,137.0243654,57.9,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",4.604133928,0.194157865,4,4.217033386,"; Extremely high levels of drought stress","LC1586TC","CRN-ROBVT","CRN-ROBVT-3","ROBVT-LC1586TC","CRN-ROBVT-LC1586TC",58,3.00824692,0.740866677,2.9,143,63,26680,4176,38,7,1.3,0.52,NA,5
"69",94,"Ear","ROBVT","CRN",10,"right1 ,up13","94E-ROBVT-CRN-V2-P4",3,"LC1289",2,714,4,401,34.7921,-79.40766,172.3,NA,NA,NA,14.02,NA,NA,NA,NA,NA,NA,NA,166.1800338,55.5,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",4.651606692,1.196425243,4,25.72068798,"; Extremely high levels of drought stress","LC1289","CRN-ROBVT","CRN-ROBVT-4","ROBVT-LC1289","CRN-ROBVT-LC1289",64,2.95776732,0.711192707,2.7,172,61,25380,3888,36,6.9,1.3,0.56,NA,4.9
"70",95,"Ear","ROBVT","CRN",11,"right2 ,up16","95E-ROBVT-CRN-V3-P4",3,"66G25",3,723,4,447,34.7921,-79.40737,187.3,NA,NA,NA,11.84,NA,NA,NA,NA,NA,NA,NA,132.908369,56.8,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",4.608689394,1.453547771,4,31.53928692,"; Extremely high levels of drought stress","66G25","CRN-ROBVT","CRN-ROBVT-4","ROBVT-66G25","CRN-ROBVT-66G25",65,3.209739469,0.76891272,2.8,155,66,25760,3696,36,7.1,1.3,0.42,NA,4.9
"71",96,"Ear","ROBVT","CRN",12,"right8 ,up16","96E-ROBVT-CRN-V1-P4",3,"LC1586TC",1,685,4,441,34.79203,-79.40733,173.5,NA,NA,NA,14.94,NA,NA,NA,NA,NA,NA,NA,121.4318741,56.2,NA,"Wagram loamy sand","Loamy Sand","7/26/2019",64,291.2,7.5,38,1159.47,10.1,23.1,"same as measurement for tassel",4.438550348,0.587976711,4,13.24704385,"end of this plot is a little weird,part of row 2 missing, a planter issue; Extremely high levels of drought stress","LC1586TC","CRN-ROBVT","CRN-ROBVT-4","ROBVT-LC1586TC","CRN-ROBVT-LC1586TC",66,2.891496908,0.690151596,2.7,150,70,24840,3564,37,7.4,1.3,0.38,NA,5
"72",97,"Ear","ROWVT","CRN",1,"right3 ,up2","97E-ROWVT-CRN-V1-P1",4,"LC1586TC",1,685,1,122,35.69849,-80.62472,225.5,NA,NA,NA,22.62,NA,NA,NA,NA,NA,NA,NA,178.9975727,58,46,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",5.940029599,1.238642499,4,20.85246342,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","LC1586TC","CRN-ROWVT","CRN-ROWVT-1","ROWVT-LC1586TC","CRN-ROWVT-LC1586TC",62,3.304750726,0.800737368,7.9,46,102,85320,27492,230,6.7,5.2,0.18,NA,6.4
"73",98,"Ear","ROWVT","CRN",2,"right4 ,up4","98E-ROWVT-CRN-V3-P1",4,"66G25",3,723,1,145,35.69866,-80.62472,223.8,NA,NA,NA,20.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",5.383697804,1.42429593,4,26.45571839,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","66G25","CRN-ROWVT","CRN-ROWVT-1","ROWVT-66G25","CRN-ROWVT-66G25",57,3.33954781,0.825996899,7.9,40,106,86900,25596,232,6.6,5.1,0.2,NA,6.4
"74",99,"Ear","ROWVT","CRN",3,"right11 ,up4","99E-ROWVT-CRN-V2-P1",4,"LC1289",2,714,1,138,35.69865,-80.6246,232.5,NA,NA,NA,21.63,NA,NA,NA,NA,NA,NA,NA,163.1937989,56.6,39,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",7.163123647,1.024398488,4,14.30100245,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","LC1289","CRN-ROWVT","CRN-ROWVT-1","ROWVT-LC1289","CRN-ROWVT-LC1289",67,3.149928886,0.749146054,7.9,42,104,85320,28440,231,7,5.2,0.17,NA,6.4
"75",100,"Ear","ROWVT","CRN",4,"right1 ,up5","100E-ROWVT-CRN-V1-P2",4,"LC1586TC",1,685,2,201,35.69873,-80.62478,234.3,NA,NA,NA,20.27,NA,NA,NA,NA,NA,NA,NA,167.9169841,57.8,51,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",6.757187088,1.584802909,4,23.45358932,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","LC1586TC","CRN-ROWVT","CRN-ROWVT-2","ROWVT-LC1586TC","CRN-ROWVT-LC1586TC",60,3.344210845,0.816787838,7.9,41,115,85320,25596,232,6.8,5.1,0.2,NA,6.4
"76",101,"Ear","ROWVT","CRN",5,"right8 ,up6","101E-ROWVT-CRN-V3-P2",4,"66G25",3,723,2,217,35.6988,-80.62467,224.5,NA,NA,NA,20.03,NA,NA,NA,NA,NA,NA,NA,190.7578887,55.2,45,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",6.275563152,1.180269938,4,18.8073948,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","66G25","CRN-ROWVT","CRN-ROWVT-2","ROWVT-66G25","CRN-ROWVT-66G25",62,3.235142753,0.783871435,7.9,40,115,86900,26544,232,6.9,5.1,0.2,NA,6.5
"77",102,"Ear","ROWVT","CRN",6,"right10 ,up7","102E-ROWVT-CRN-V2-P2",4,"LC1289",2,714,2,234,35.6989,-80.62465,236,NA,NA,NA,20.96,NA,NA,NA,NA,NA,NA,NA,177.7809121,56.9,36,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",5.021897412,0.439684374,4,8.755343613,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","LC1289","CRN-ROWVT","CRN-ROWVT-2","ROWVT-LC1289","CRN-ROWVT-LC1289",63,3.220667942,0.777350522,8,46,108,86400,26880,228,6.8,5.2,0.16,NA,6.3
