"","QueryID","n","mean.Perc.Ident","sd.Perc.Ident","uniq.Subject","uniq.Subject.Type"
"322","ASV1397",1,89.123,NA,"Chaetothyriales_sp|AJ877178|SH1564886.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp","Fungi"
"323","ASV1399",1,86.765,NA,"Porobeltraniella_porosa|KX519520|SH1563696.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Beltraniaceae;g__Porobeltraniella;s__Porobeltraniella_porosa","Fungi"
"324","ASV14",1,98.324,NA,"Epicoccum_nigrum|FJ426996|SH2232030.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_nigrum","Fungi"
"325","ASV1400",1,94.931,NA,"Zygophiala_inaequalis|KF646709|SH1719086.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Schizothyriaceae;g__Zygophiala;s__Zygophiala_inaequalis","Fungi"
"326","ASV1402",1,97.98,NA,"Ascomycota_sp|MG516662|SH1518606.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp","Fungi"
"327","ASV1403",1,100,NA,"Entyloma_polysporum|AY081046|SH1516878.08FU|reps|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;f__Entylomataceae;g__Entyloma;s__Entyloma_polysporum","Fungi"
"328","ASV1405",1,98.131,NA,"Taphrina_carpini|AY239215|SH1519934.08FU|refs|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_carpini","Fungi"
"329","ASV1406",1,99.603,NA,"Didymocyrtis_cladoniicola|KX516501|SH1646329.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Didymocyrtis;s__Didymocyrtis_cladoniicola","Fungi"
"330","ASV1407",1,97.021,NA,"Rachicladosporium_cboliae|KT581767|SH1574010.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_cboliae","Fungi"
"331","ASV1408",1,90.826,NA,"Taphrina_veronaerambellii|AY239216|SH1519974.08FU|refs|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_veronaerambellii","Fungi"
"332","ASV1409",1,97.619,NA,"Genolevuria_amylolytica|KF036585|SH1574509.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Genolevuria;s__Genolevuria_amylolytica","Fungi"
"333","ASV141",1,100,NA,"Aureobasidium_namibiae|KT693730|SH2149997.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_namibiae","Fungi"
"334","ASV1410",1,99.522,NA,"Ascomycota_sp|JQ246356|SH1560799.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp","Fungi"
"335","ASV1412",1,94.712,NA,"Teratosphaeriaceae_sp|KP278165|SH1571470.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__unidentified;s__Teratosphaeriaceae_sp","Fungi"
"336","ASV1413",1,99.291,NA,"Holtermanniella_wattica|FJ473373|SH2039839.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Holtermanniales;f__Holtermanniales_fam_Incertae_sedis;g__Holtermanniella;s__Holtermanniella_wattica","Fungi"
"337","ASV1414",1,100,NA,"Sordariomycetes_sp|KT202947|SH1555457.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unidentified;f__unidentified;g__unidentified;s__Sordariomycetes_sp","Fungi"
"338","ASV1415",1,91.489,NA,"Rachicladosporium_cboliae|KT581767|SH1574010.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_cboliae","Fungi"
"339","ASV1416",1,99.415,NA,"Coniothyrium_sidae|KF251149|SH1614488.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Coniothyrium;s__Coniothyrium_sidae","Fungi"
"340","ASV1418",1,96.996,NA,"Diaporthe_acaciarum|KP004460|SH1704432.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_acaciarum","Fungi"
"341","ASV142",1,99.545,NA,"Aureobasidium_namibiae|KT693730|SH2149997.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_namibiae","Fungi"
"342","ASV1420",1,99.262,NA,"Armillaria_tabescens|KP960546|SH1577898.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria_tabescens","Fungi"
"343","ASV1421",1,93.119,NA,"Setomelanomma_holmii|KX844983|SH1616189.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setomelanomma;s__Setomelanomma_holmii","Fungi"
"344","ASV1422",1,99.444,NA,"Pleosporales_sp|KP990803|SH1612874.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"345","ASV1423",1,99.5,NA,"Ascomycota_sp|KM266145|SH1637044.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp","Fungi"
"346","ASV1424",1,98.131,NA,"Cryptococcus_sp|EU852363|SH1648405.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp","Fungi"
"347","ASV1425",1,99.091,NA,"Aureobasidium_namibiae|KT693730|SH2149997.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_namibiae","Fungi"
"348","ASV1427",1,88.128,NA,"Phoma_sp|KY484798|SH1548038.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma_sp","Fungi"
"349","ASV1428",1,98.14,NA,"Nigrospora_oryzae|DQ219433|SH1549606.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_oryzae","Fungi"
"350","ASV1429",1,92.523,NA,"Hymenochaete_yunnanensis|JQ279571|SH1600744.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaete;s__Hymenochaete_yunnanensis","Fungi"
"351","ASV143",2,96.774,0,"Dioszegia_zsoltii_var._zsoltii|AF385445|SH2037713.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_zsoltii_var._zsoltii----Dioszegia_zsoltii_var._yunnanensis|AF385450|SH1609777.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_zsoltii_var._yunnanensis","Fungi"
"352","ASV1430",1,95.238,NA,"Asterostroma_cervicolor|AB439558|SH1527460.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Lachnocladiaceae;g__Asterostroma;s__Asterostroma_cervicolor","Fungi"
"353","ASV1431",1,96.154,NA,"KU182535.1","Plant"
"354","ASV1432",1,97.525,NA,"Fusarium_solani|KC577187|SH1566326.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_solani","Fungi"
"355","ASV1434",1,97.183,NA,"Taphrina_carpini|AY239215|SH1519934.08FU|refs|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_carpini","Fungi"
"356","ASV1436",1,98.605,NA,"Nigrospora_oryzae|DQ219433|SH1549606.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_oryzae","Fungi"
"357","ASV1437",1,99.554,NA,"Leptospora_sp|KX515521|SH1595852.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_sp","Fungi"
"358","ASV1438",1,99.565,NA,"Trichoderma_scalesiae|DQ841742|SH2303718.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_scalesiae","Fungi"
"359","ASV1439",1,98.859,NA,"Anthracocystis_hwangensis|AY740051|SH1509856.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Anthracocystis;s__Anthracocystis_hwangensis","Fungi"
"360","ASV1440",1,97.931,NA,"Dendryphion_europaeum|MG208162|SH1573987.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Torulaceae;g__Dendryphion;s__Dendryphion_europaeum","Fungi"
"361","ASV1441",1,100,NA,"Zasmidium_xenoparkii|DQ303027|SH1548088.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Zasmidium;s__Zasmidium_xenoparkii","Fungi"
"362","ASV1443",1,85.561,NA,"Capnobotryella_sp|AM746201|SH1641293.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Capnobotryella;s__Capnobotryella_sp","Fungi"
"363","ASV1444",1,99.531,NA,"Teichospora_thailandica|KP899141|SH1563013.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;g__Teichospora;s__Teichospora_thailandica","Fungi"
"364","ASV1445",1,94.17,NA,"Helotiales_sp|GU083256|SH1564475.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp","Fungi"
"365","ASV1446",1,95.322,NA,"Cryptococcus_sp|KM246228|SH1528216.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp","Fungi"
"366","ASV1447",1,98.45,NA,"Ascomycota_sp|AY969332|SH1647475.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp","Fungi"
"367","ASV1448",1,100,NA,"Ochroconis_cordanae|KF156022|SH1551238.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Ochroconis;s__Ochroconis_cordanae","Fungi"
"368","ASV145",1,99.119,NA,"Kondoa_sp|KY767667|SH1566866.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Kondoa;s__Kondoa_sp","Fungi"
"369","ASV1450",1,99.517,NA,"Paraphoma_dioscoreae|KF251167|SH1576190.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma_dioscoreae","Fungi"
"370","ASV1451",1,100,NA,"Meyerozyma_caribbica|EU569003|SH2154451.08FU|refs|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Meyerozyma;s__Meyerozyma_caribbica","Fungi"
"371","ASV1452",1,95.798,NA,"Diaporthe_sp|KM265692|SH1540688.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_sp","Fungi"
"372","ASV1453",1,98.895,NA,"Rhodotorula_paludigena|AF444492|SH1558731.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula_paludigena","Fungi"
"373","ASV1455",4,99.7985,0.232672158483423,"Aspergillus_sp|KM066544|SH1530681.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_sp----Aspergillus_terreus|MF848990|SH1530694.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_terreus----Aspergillus_terreus|KU745411|SH1530551.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_terreus----Aspergillus_terreus|KC582297|SH1530190.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_terreus","Fungi"
"374","ASV1456",1,93.035,NA,"Bannoa_ogasawarensis|AB035719|SH1538821.08FU|reps|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Bannoa;s__Bannoa_ogasawarensis","Fungi"
"375","ASV1457",1,87.029,NA,"Golubevia_pallescens|DQ317636|SH1539624.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Golubeviales;f__Golubeviaceae;g__Golubevia;s__Golubevia_pallescens","Fungi"
"376","ASV1458",1,100,NA,"Polyporales_sp|GU721227|SH1656479.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__unidentified;g__unidentified;s__Polyporales_sp","Fungi"
"377","ASV146",1,98.225,NA,"Hannaella_oryzae|JQ754042|SH1522796.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_oryzae","Fungi"
"378","ASV1460",1,99.441,NA,"Dothideomycetes_sp|JQ388924|SH1579759.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp","Fungi"
"379","ASV1461",1,99.408,NA,"Cryptococcus_sp|KM246228|SH1528216.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp","Fungi"
"380","ASV1468",1,97.531,NA,"Phialophora_cyclaminis|HQ713776|SH1578228.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phialophora;s__Phialophora_cyclaminis","Fungi"
"381","ASV1469",1,98.419,NA,"Fungi_sp|KX515787|SH1556212.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","Fungi"
"382","ASV147",1,100,NA,"Cryptococcus_sp|GQ181170|SH1648403.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp","Fungi"
"383","ASV1470",1,97.688,NA,"Erythrobasidium_sp|KT328821|SH1650618.08FU|reps|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium;s__Erythrobasidium_sp","Fungi"
"384","ASV1472",1,96.429,NA,"Trichomeriaceae_sp|KP174851|SH1597911.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__unidentified;s__Trichomeriaceae_sp","Fungi"
"385","ASV1474",1,89.302,NA,"Pleosporales_sp|JX135623|SH1635393.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"386","ASV1475",1,100,NA,"Pleosporales_sp|KJ867219|SH1566071.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"387","ASV1476",1,100,NA,"Ramichloridium_apiculatum|EU041791|SH2250719.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_apiculatum","Fungi"
"388","ASV1479",1,97.191,NA,"Pleosporales_sp|KM246160|SH1520732.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"389","ASV1482",1,98.83,NA,"Cryptococcus_sp|JN811084|SH1576897.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp","Fungi"
"390","ASV1483",1,94.059,NA,"Skeletocutis_odora|UDB020314|SH1551707.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Skeletocutis;s__Skeletocutis_odora","Fungi"
"391","ASV1484",1,99.435,NA,"Monographella_nivalis|AB586986|SH1555459.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hyponectriaceae;g__Monographella;s__Monographella_nivalis","Fungi"
"392","ASV1485",1,96.753,NA,"Agaricomycetes_sp|JN943113|SH1523632.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp","Fungi"
"393","ASV1486",1,97.569,NA,"Coprinellus_impatiens|JN159510|SH1513457.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_impatiens","Fungi"
"394","ASV1487",1,100,NA,"Exophiala_alcalophila|JF747041|SH1529593.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_alcalophila","Fungi"
"395","ASV1488",1,89.14,NA,"Teratosphaeriaceae_sp|KU578118|SH1549738.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__unidentified;s__Teratosphaeriaceae_sp","Fungi"
"396","ASV1489",1,94.416,NA,"Venturiales_sp|FR682326|SH1626902.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__unidentified;g__unidentified;s__Venturiales_sp","Fungi"
"397","ASV149",1,96.833,NA,"Uwebraunia_dekkeri|AF173309|SH1930240.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia_dekkeri","Fungi"
"398","ASV1492",1,98.905,NA,"Cylindrobasidium_sp|KM104124|SH1642581.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Cylindrobasidium;s__Cylindrobasidium_sp","Fungi"
"399","ASV1493",1,99.621,NA,"Phellinus_gilvus|KF800257|SH1525072.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Phellinus;s__Phellinus_gilvus","Fungi"
"400","ASV1495",1,96.396,NA,"Dissoconium_aciculare|AF173308|SH1718969.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Dissoconium;s__Dissoconium_aciculare","Fungi"
"401","ASV1496",1,100,NA,"Hyphodermella_rosae|FN600384|SH1573649.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Hyphodermella;s__Hyphodermella_rosae","Fungi"
"402","ASV1498",1,99.558,NA,"Peniophora_laxitexta|KR093906|SH1646405.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__Peniophora_laxitexta","Fungi"
"403","ASV15",1,97.285,NA,"Uwebraunia_dekkeri|AF173309|SH1930240.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia_dekkeri","Fungi"
"404","ASV150",1,97.561,NA,"Cystofilobasidium_macerans|AF444329|SH1650089.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium;s__Cystofilobasidium_macerans","Fungi"
"405","ASV1502",1,92.208,NA,"Setomelanomma_holmii|KX844983|SH1616189.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setomelanomma;s__Setomelanomma_holmii","Fungi"
"406","ASV1504",1,99.6,NA,"Polyporales_sp|KJ668541|SH1573568.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__unidentified;g__unidentified;s__Polyporales_sp","Fungi"
"407","ASV1505",2,97.264,0.982878425849301,"Schizophyllum_amplum|DQ097353|SH1565277.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum;s__Schizophyllum_amplum----Schizophyllum_commune|UDB011478|SH1565276.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum;s__Schizophyllum_commune","Fungi"
"408","ASV1506",1,96.14,NA,"Calyptella_capula|UDB015396|SH1641241.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Calyptella;s__Calyptella_capula","Fungi"
"409","ASV1508",1,91.262,NA,"Mycosphaerellaceae_sp|DQ267593|SH1577479.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp","Fungi"
"410","ASV1509",1,100,NA,"Fungi_sp|KU518325|SH1551169.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","Fungi"
"411","ASV151",1,99.07,NA,"Nigrospora_oryzae|DQ219433|SH1549606.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_oryzae","Fungi"
"412","ASV1510",1,97.468,NA,"Trametes_hirsuta|UDB015395|SH1565940.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Coriolaceae;g__Trametes;s__Trametes_hirsuta","Fungi"
"413","ASV1512",1,97.748,NA,"Bjerkandera_adusta|EU918694|SH1615228.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Bjerkandera;s__Bjerkandera_adusta","Fungi"
"414","ASV1513",1,98.639,NA,"Dioszegia_sp|KP235653|SH1609780.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_sp","Fungi"
"415","ASV1514",1,99.468,NA,"Mycosphaerella_sp|KX908312|SH1521456.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_sp","Fungi"
"416","ASV1515",1,99.559,NA,"Meruliaceae_sp|KJ831936|SH1544537.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__unidentified;s__Meruliaceae_sp","Fungi"
"417","ASV1516",1,99.242,NA,"Phellinus_gilvus|KF800257|SH1525072.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Phellinus;s__Phellinus_gilvus","Fungi"
"418","ASV1517",1,100,NA,"Fungi_sp|MH019936|SH1523077.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","Fungi"
"419","ASV1519",1,100,NA,"Articulospora_sp|GQ996168|SH1648816.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora;s__Articulospora_sp","Fungi"
"420","ASV152",1,99.435,NA,"Stagonosporopsis_dorenboschii|GU237862|SH2232060.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_dorenboschii","Fungi"
"421","ASV1520",1,98.276,NA,"Chaetothyriales_sp|HQ607895|SH1541746.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp","Fungi"
"422","ASV1521",1,99.254,NA,"Ustilaginaceae_sp|KU057813|SH1519656.08FU|reps|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__unidentified;s__Ustilaginaceae_sp","Fungi"
"423","ASV1525",1,95.021,NA,"Phlebia_acanthocystis|MG649290|SH1544552.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phlebia;s__Phlebia_acanthocystis","Fungi"
"424","ASV1527",1,89.45,NA,"Bensingtonia_sp|AF444671|SH1631898.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Bensingtonia;s__Bensingtonia_sp","Fungi"
"425","ASV1528",1,99.459,NA,"Cryptococcus_sp|GQ181170|SH1648403.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp","Fungi"
"426","ASV1529",1,100,NA,"Sporobolomyces_johnsonii|AY015431|SH1575130.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_johnsonii","Fungi"
"427","ASV153",1,97.273,NA,"Uwebraunia_dekkeri|AF173309|SH1930240.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia_dekkeri","Fungi"
"428","ASV1531",1,95.276,NA,"Sistotrema_oblongisporum|GQ162819|SH1513285.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__Sistotrema_oblongisporum","Fungi"
"429","ASV1532",1,97.009,NA,"Hyphodermella_sp|GU053935|SH1573672.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Hyphodermella;s__Hyphodermella_sp","Fungi"
